Temporada,Jornada,Fecha,Equipo local,Goles local,Goles visita,Equipo visitante
09-10,Jornada 29,3/28/2010,Espanyol,0,0,Sporting de Gijón
09-10,Jornada 29,3/28/2010,Deportivo de La Coruña,1,3,Getafe
09-10,Jornada 29,3/28/2010,Real Madrid,3,2,Atlético de Madrid
09-10,Jornada 29,3/29/2010,Athletic Club,4,3,Racing de Santander
09-10,Jornada 30,4/3/2010,Sevilla,3,0,Tenerife
09-10,Jornada 30,4/4/2010,Valladolid,0,2,Villarreal
09-10,Jornada 30,4/4/2010,Sporting de Gijón,2,2,Xerez
09-10,Jornada 30,4/4/2010,Getafe,1,1,Espanyol
09-10,Jornada 30,4/4/2010,Atlético de Madrid,3,0,Deportivo de La Coruña
09-10,Jornada 30,4/4/2010,Racing de Santander,0,2,Real Madrid
09-10,Jornada 30,4/3/2010,Barcelona,4,1,Athletic Club
09-10,Jornada 30,4/4/2010,Almería,1,1,Mallorca
09-10,Jornada 30,4/4/2010,Valencia,3,0,Osasuna
09-10,Jornada 30,4/3/2010,Real Zaragoza,2,0,Málaga
09-10,Jornada 31,4/10/2010,Málaga,1,2,Sevilla
09-10,Jornada 31,4/10/2010,Tenerife,0,0,Valladolid
09-10,Jornada 31,4/10/2010,Villarreal,1,0,Sporting de Gijón
09-10,Jornada 31,4/10/2010,Xerez,0,1,Getafe
09-10,Jornada 31,4/11/2010,Espanyol,3,0,Atlético de Madrid
09-10,Jornada 31,4/11/2010,Deportivo de La Coruña,1,1,Racing de Santander
09-10,Jornada 31,4/10/2010,Real Madrid,0,2,Barcelona
09-10,Jornada 31,4/11/2010,Athletic Club,4,1,Almería
09-10,Jornada 31,4/11/2010,Mallorca,3,2,Valencia
09-10,Jornada 31,4/11/2010,Osasuna,2,0,Real Zaragoza
09-10,Jornada 32,4/13/2010,Valladolid,2,1,Sevilla
09-10,Jornada 32,4/13/2010,Sporting de Gijón,0,2,Tenerife
09-10,Jornada 32,4/13/2010,Getafe,3,0,Villarreal
09-10,Jornada 32,4/14/2010,Atlético de Madrid,1,2,Xerez
09-10,Jornada 32,4/14/2010,Racing de Santander,3,1,Espanyol
09-10,Jornada 32,4/14/2010,Barcelona,3,0,Deportivo de La Coruña
09-10,Jornada 32,4/15/2010,Almería,1,2,Real Madrid
09-10,Jornada 32,4/15/2010,Valencia,2,0,Athletic Club
09-10,Jornada 32,4/14/2010,Real Zaragoza,1,1,Mallorca
09-10,Jornada 32,4/14/2010,Osasuna,2,2,Málaga
09-10,Jornada 33,4/18/2010,Málaga,0,0,Valladolid
09-10,Jornada 33,4/17/2010,Sevilla,3,0,Sporting de Gijón
09-10,Jornada 33,4/18/2010,Tenerife,3,2,Getafe
09-10,Jornada 33,4/17/2010,Villarreal,2,1,Atlético de Madrid
09-10,Jornada 33,4/18/2010,Xerez,2,2,Racing de Santander
09-10,Jornada 33,4/17/2010,Espanyol,0,0,Barcelona
09-10,Jornada 33,4/18/2010,Deportivo de La Coruña,0,0,Almería
09-10,Jornada 33,4/18/2010,Real Madrid,2,0,Valencia
09-10,Jornada 33,4/18/2010,Athletic Club,0,0,Real Zaragoza
09-10,Jornada 33,4/19/2010,Mallorca,2,0,Osasuna
09-10,Jornada 34,4/25/2010,Sporting de Gijón,0,2,Valladolid
09-10,Jornada 34,4/25/2010,Getafe,4,3,Sevilla
09-10,Jornada 34,4/25/2010,Atlético de Madrid,3,1,Tenerife
09-10,Jornada 34,4/25/2010,Racing de Santander,1,2,Villarreal
09-10,Jornada 34,4/24/2010,Barcelona,3,1,Xerez
09-10,Jornada 34,4/25/2010,Almería,0,1,Espanyol
09-10,Jornada 34,4/24/2010,Valencia,1,0,Deportivo de La Coruña
09-10,Jornada 34,4/24/2010,Real Zaragoza,1,2,Real Madrid
09-10,Jornada 34,4/26/2010,Osasuna,0,0,Athletic Club
09-10,Jornada 34,4/25/2010,Mallorca,1,1,Málaga
09-10,Jornada 35,5/1/2010,Málaga,1,1,Sporting de Gijón
09-10,Jornada 35,5/1/2010,Valladolid,0,0,Getafe
09-10,Jornada 35,5/2/2010,Sevilla,3,1,Atlético de Madrid
09-10,Jornada 35,5/1/2010,Tenerife,2,1,Racing de Santander
09-10,Jornada 35,5/1/2010,Villarreal,1,4,Barcelona
09-10,Jornada 35,5/1/2010,Xerez,2,1,Almería
09-10,Jornada 35,5/1/2010,Espanyol,0,2,Valencia
09-10,Jornada 35,5/1/2010,Deportivo de La Coruña,0,1,Real Zaragoza
09-10,Jornada 35,5/2/2010,Real Madrid,3,2,Osasuna
09-10,Jornada 35,5/2/2010,Athletic Club,1,3,Mallorca
09-10,Jornada 36,5/4/2010,Getafe,1,1,Sporting de Gijón
09-10,Jornada 36,5/5/2010,Atlético de Madrid,3,1,Valladolid
09-10,Jornada 36,5/5/2010,Racing de Santander,1,5,Sevilla
09-10,Jornada 36,5/4/2010,Barcelona,4,1,Tenerife
09-10,Jornada 36,5/4/2010,Almería,4,2,Villarreal
09-10,Jornada 36,5/4/2010,Valencia,3,1,Xerez
09-10,Jornada 36,5/5/2010,Real Zaragoza,1,0,Espanyol
09-10,Jornada 36,5/5/2010,Osasuna,3,1,Deportivo de La Coruña
09-10,Jornada 36,5/5/2010,Mallorca,1,4,Real Madrid
09-10,Jornada 36,5/5/2010,Athletic Club,1,1,Málaga
09-10,Jornada 37,5/8/2010,Getafe,2,1,Málaga
09-10,Jornada 37,5/8/2010,Sporting de Gijón,1,1,Atlético de Madrid
09-10,Jornada 37,5/8/2010,Valladolid,2,1,Racing de Santander
09-10,Jornada 37,5/8/2010,Sevilla,2,3,Barcelona
09-10,Jornada 37,5/8/2010,Tenerife,2,2,Almería
09-10,Jornada 37,5/8/2010,Villarreal,2,0,Valencia
09-10,Jornada 37,5/8/2010,Xerez,3,2,Real Zaragoza
09-10,Jornada 37,5/8/2010,Espanyol,2,1,Osasuna
09-10,Jornada 37,5/8/2010,Deportivo de La Coruña,1,0,Mallorca
09-10,Jornada 37,5/8/2010,Real Madrid,5,1,Athletic Club
09-10,Jornada 38,5/15/2010,Atlético de Madrid,0,3,Getafe
09-10,Jornada 38,5/16/2010,Racing de Santander,2,0,Sporting de Gijón
09-10,Jornada 38,5/16/2010,Barcelona,4,0,Valladolid
09-10,Jornada 38,5/15/2010,Almería,2,3,Sevilla
09-10,Jornada 38,5/16/2010,Valencia,1,0,Tenerife
09-10,Jornada 38,5/15/2010,Real Zaragoza,3,3,Villarreal
09-10,Jornada 38,5/16/2010,Osasuna,1,1,Xerez
09-10,Jornada 38,5/15/2010,Mallorca,2,0,Espanyol
09-10,Jornada 38,5/15/2010,Athletic Club,2,0,Deportivo de La Coruña
09-10,Jornada 38,5/16/2010,Málaga,1,1,Real Madrid
10-11,Jornada 1,8/28/2010,Hércules,0,1,Athletic Club
10-11,Jornada 1,8/28/2010,Levante,1,4,Sevilla
10-11,Jornada 1,8/28/2010,Málaga,1,3,Valencia
10-11,Jornada 1,8/29/2010,Deportivo de La Coruña,0,0,Real Zaragoza
10-11,Jornada 1,8/29/2010,Espanyol,3,1,Getafe
10-11,Jornada 1,8/29/2010,Mallorca,0,0,Real Madrid
10-11,Jornada 1,8/29/2010,Osasuna,0,0,Almería
10-11,Jornada 1,8/29/2010,Racing de Santander,0,3,Barcelona
10-11,Jornada 1,8/29/2010,Real Sociedad,1,0,Villarreal
10-11,Jornada 1,8/30/2010,Atlético de Madrid,4,0,Sporting de Gijón
10-11,Jornada 2,9/12/2010,Sporting de Gijón,2,0,Mallorca
10-11,Jornada 2,9/11/2010,Athletic Club,1,2,Atlético de Madrid
10-11,Jornada 2,9/11/2010,Barcelona,0,2,Hércules
10-11,Jornada 2,9/11/2010,Valencia,1,0,Racing de Santander
10-11,Jornada 2,9/12/2010,Real Zaragoza,3,5,Málaga
10-11,Jornada 2,9/12/2010,Sevilla,0,0,Deportivo de La Coruña
10-11,Jornada 2,9/12/2010,Getafe,4,1,Levante
10-11,Jornada 2,9/12/2010,Villarreal,4,0,Espanyol
10-11,Jornada 2,9/13/2010,Almería,2,2,Real Sociedad
10-11,Jornada 2,9/11/2010,Real Madrid,1,0,Osasuna
10-11,Jornada 3,9/18/2010,Sporting de Gijón,2,2,Athletic Club
10-11,Jornada 3,9/19/2010,Atlético de Madrid,1,2,Barcelona
10-11,Jornada 3,9/19/2010,Hércules,1,2,Valencia
10-11,Jornada 3,9/19/2010,Racing de Santander,2,0,Real Zaragoza
10-11,Jornada 3,9/19/2010,Málaga,1,2,Sevilla
10-11,Jornada 3,9/20/2010,Deportivo de La Coruña,2,2,Getafe
10-11,Jornada 3,9/19/2010,Levante,1,2,Villarreal
10-11,Jornada 3,9/18/2010,Espanyol,1,0,Almería
10-11,Jornada 3,9/18/2010,Real Sociedad,1,2,Real Madrid
10-11,Jornada 3,9/18/2010,Mallorca,2,0,Osasuna
10-11,Jornada 4,9/21/2010,Athletic Club,3,0,Mallorca
10-11,Jornada 4,9/22/2010,Barcelona,1,0,Sporting de Gijón
10-11,Jornada 4,9/22/2010,Valencia,1,1,Atlético de Madrid
10-11,Jornada 4,9/22/2010,Real Zaragoza,0,0,Hércules
10-11,Jornada 4,9/23/2010,Sevilla,1,1,Racing de Santander
10-11,Jornada 4,9/23/2010,Getafe,0,2,Málaga
10-11,Jornada 4,9/23/2010,Villarreal,1,0,Deportivo de La Coruña
10-11,Jornada 4,9/22/2010,Almería,0,1,Levante
10-11,Jornada 4,9/21/2010,Real Madrid,3,0,Espanyol
10-11,Jornada 4,9/21/2010,Osasuna,3,1,Real Sociedad
10-11,Jornada 5,9/25/2010,Athletic Club,1,3,Barcelona
10-11,Jornada 5,9/25/2010,Sporting de Gijón,0,2,Valencia
10-11,Jornada 5,9/26/2010,Atlético de Madrid,1,0,Real Zaragoza
10-11,Jornada 5,9/26/2010,Hércules,2,0,Sevilla
10-11,Jornada 5,9/26/2010,Racing de Santander,0,1,Getafe
10-11,Jornada 5,9/27/2010,Málaga,2,3,Villarreal
10-11,Jornada 5,9/26/2010,Deportivo de La Coruña,0,2,Almería
10-11,Jornada 5,9/25/2010,Levante,0,0,Real Madrid
10-11,Jornada 5,9/26/2010,Espanyol,1,0,Osasuna
10-11,Jornada 5,9/26/2010,Mallorca,2,0,Real Sociedad
10-11,Jornada 6,10/3/2010,Barcelona,1,1,Mallorca
10-11,Jornada 6,10/2/2010,Valencia,2,1,Athletic Club
10-11,Jornada 6,10/2/2010,Real Zaragoza,2,2,Sporting de Gijón
10-11,Jornada 6,10/3/2010,Sevilla,3,1,Atlético de Madrid
10-11,Jornada 6,10/3/2010,Getafe,3,0,Hércules
10-11,Jornada 6,10/3/2010,Villarreal,2,0,Racing de Santander
10-11,Jornada 6,10/3/2010,Almería,1,1,Málaga
10-11,Jornada 6,10/3/2010,Real Madrid,6,1,Deportivo de La Coruña
10-11,Jornada 6,10/3/2010,Osasuna,1,1,Levante
10-11,Jornada 6,10/2/2010,Real Sociedad,1,0,Espanyol
10-11,Jornada 7,10/16/2010,Barcelona,2,1,Valencia
10-11,Jornada 7,10/17/2010,Athletic Club,2,1,Real Zaragoza
10-11,Jornada 7,10/17/2010,Sporting de Gijón,2,0,Sevilla
10-11,Jornada 7,10/16/2010,Atlético de Madrid,2,0,Getafe
10-11,Jornada 7,10/18/2010,Hércules,2,2,Villarreal
10-11,Jornada 7,10/17/2010,Racing de Santander,1,0,Almería
10-11,Jornada 7,10/16/2010,Málaga,1,4,Real Madrid
10-11,Jornada 7,10/17/2010,Deportivo de La Coruña,0,0,Osasuna
10-11,Jornada 7,10/17/2010,Levante,2,1,Real Sociedad
10-11,Jornada 7,10/17/2010,Mallorca,0,1,Espanyol
10-11,Jornada 8,10/23/2010,Valencia,1,2,Mallorca
10-11,Jornada 8,10/23/2010,Real Zaragoza,0,2,Barcelona
10-11,Jornada 8,10/24/2010,Sevilla,4,3,Athletic Club
10-11,Jornada 8,10/24/2010,Getafe,3,0,Sporting de Gijón
10-11,Jornada 8,10/24/2010,Villarreal,2,0,Atlético de Madrid
10-11,Jornada 8,10/24/2010,Almería,1,1,Hércules
10-11,Jornada 8,10/23/2010,Real Madrid,6,1,Racing de Santander
10-11,Jornada 8,10/24/2010,Osasuna,3,0,Málaga
10-11,Jornada 8,10/25/2010,Real Sociedad,3,0,Deportivo de La Coruña
10-11,Jornada 8,10/24/2010,Espanyol,2,1,Levante
10-11,Jornada 9,10/30/2010,Valencia,1,1,Real Zaragoza
10-11,Jornada 9,10/30/2010,Barcelona,5,0,Sevilla
10-11,Jornada 9,10/31/2010,Athletic Club,3,0,Getafe
10-11,Jornada 9,10/31/2010,Sporting de Gijón,1,1,Villarreal
10-11,Jornada 9,10/31/2010,Atlético de Madrid,1,1,Almería
10-11,Jornada 9,10/30/2010,Hércules,1,3,Real Madrid
10-11,Jornada 9,10/31/2010,Racing de Santander,4,1,Osasuna
10-11,Jornada 9,10/31/2010,Málaga,1,2,Real Sociedad
10-11,Jornada 9,10/31/2010,Deportivo de La Coruña,3,0,Espanyol
10-11,Jornada 9,11/1/2010,Mallorca,2,1,Levante
10-11,Jornada 10,11/7/2010,Real Zaragoza,3,2,Mallorca
10-11,Jornada 10,11/8/2010,Sevilla,2,0,Valencia
10-11,Jornada 10,11/7/2010,Getafe,1,3,Barcelona
10-11,Jornada 10,11/7/2010,Villarreal,4,1,Athletic Club
10-11,Jornada 10,11/7/2010,Almería,1,1,Sporting de Gijón
10-11,Jornada 10,11/7/2010,Real Madrid,2,0,Atlético de Madrid
10-11,Jornada 10,11/7/2010,Osasuna,3,0,Hércules
10-11,Jornada 10,11/6/2010,Real Sociedad,1,0,Racing de Santander
10-11,Jornada 10,11/6/2010,Espanyol,1,0,Málaga
10-11,Jornada 10,11/7/2010,Levante,1,2,Deportivo de La Coruña
10-11,Jornada 11,11/14/2010,Real Zaragoza,1,2,Sevilla
10-11,Jornada 11,11/14/2010,Valencia,2,0,Getafe
10-11,Jornada 11,11/13/2010,Barcelona,3,1,Villarreal
10-11,Jornada 11,11/13/2010,Athletic Club,1,0,Almería
10-11,Jornada 11,11/14/2010,Sporting de Gijón,0,1,Real Madrid
10-11,Jornada 11,11/13/2010,Atlético de Madrid,3,0,Osasuna
10-11,Jornada 11,11/14/2010,Hércules,2,1,Real Sociedad
10-11,Jornada 11,11/14/2010,Racing de Santander,0,0,Espanyol
10-11,Jornada 11,11/14/2010,Málaga,1,0,Levante
10-11,Jornada 11,11/14/2010,Mallorca,0,0,Deportivo de La Coruña
10-11,Jornada 12,11/21/2010,Sevilla,1,2,Mallorca
10-11,Jornada 12,11/22/2010,Getafe,1,1,Real Zaragoza
10-11,Jornada 12,11/20/2010,Villarreal,1,1,Valencia
10-11,Jornada 12,11/20/2010,Almería,0,8,Barcelona
10-11,Jornada 12,11/20/2010,Real Madrid,5,1,Athletic Club
10-11,Jornada 12,11/21/2010,Osasuna,1,0,Sporting de Gijón
10-11,Jornada 12,11/21/2010,Real Sociedad,2,4,Atlético de Madrid
10-11,Jornada 12,11/21/2010,Espanyol,3,0,Hércules
10-11,Jornada 12,11/21/2010,Levante,3,1,Racing de Santander
10-11,Jornada 12,11/21/2010,Deportivo de La Coruña,3,0,Málaga
10-11,Jornada 13,11/27/2010,Sevilla,1,3,Getafe
10-11,Jornada 13,11/27/2010,Real Zaragoza,0,3,Villarreal
10-11,Jornada 13,11/28/2010,Valencia,2,1,Almería
10-11,Jornada 13,11/29/2010,Barcelona,5,0,Real Madrid
10-11,Jornada 13,11/28/2010,Athletic Club,1,0,Osasuna
10-11,Jornada 13,11/28/2010,Sporting de Gijón,1,3,Real Sociedad
10-11,Jornada 13,11/27/2010,Atlético de Madrid,2,3,Espanyol
10-11,Jornada 13,11/28/2010,Hércules,3,1,Levante
10-11,Jornada 13,11/28/2010,Racing de Santander,1,0,Deportivo de La Coruña
10-11,Jornada 13,11/28/2010,Mallorca,2,0,Málaga
10-11,Jornada 14,12/5/2010,Getafe,3,0,Mallorca
10-11,Jornada 14,12/5/2010,Villarreal,1,0,Sevilla
10-11,Jornada 14,12/5/2010,Almería,1,1,Real Zaragoza
10-11,Jornada 14,12/4/2010,Real Madrid,2,0,Valencia
10-11,Jornada 14,12/4/2010,Osasuna,0,3,Barcelona
10-11,Jornada 14,12/5/2010,Real Sociedad,2,0,Athletic Club
10-11,Jornada 14,12/5/2010,Espanyol,1,0,Sporting de Gijón
10-11,Jornada 14,12/4/2010,Levante,2,0,Atlético de Madrid
10-11,Jornada 14,12/6/2010,Deportivo de La Coruña,1,0,Hércules
10-11,Jornada 14,12/5/2010,Málaga,4,1,Racing de Santander
10-11,Jornada 15,12/11/2010,Getafe,1,0,Villarreal
10-11,Jornada 15,12/11/2010,Sevilla,1,3,Almería
10-11,Jornada 15,12/12/2010,Real Zaragoza,1,3,Real Madrid
10-11,Jornada 15,12/13/2010,Valencia,3,3,Osasuna
10-11,Jornada 15,12/12/2010,Barcelona,5,0,Real Sociedad
10-11,Jornada 15,12/12/2010,Athletic Club,2,1,Espanyol
10-11,Jornada 15,12/12/2010,Sporting de Gijón,1,1,Levante
10-11,Jornada 15,12/11/2010,Atlético de Madrid,2,0,Deportivo de La Coruña
10-11,Jornada 15,12/12/2010,Hércules,4,1,Málaga
10-11,Jornada 15,12/12/2010,Mallorca,0,1,Racing de Santander
10-11,Jornada 16,12/18/2010,Villarreal,3,1,Mallorca
10-11,Jornada 16,12/19/2010,Almería,2,3,Getafe
10-11,Jornada 16,12/19/2010,Real Madrid,1,0,Sevilla
10-11,Jornada 16,12/19/2010,Osasuna,0,0,Real Zaragoza
10-11,Jornada 16,12/18/2010,Real Sociedad,1,2,Valencia
10-11,Jornada 16,12/18/2010,Espanyol,1,5,Barcelona
10-11,Jornada 16,12/18/2010,Levante,1,2,Athletic Club
10-11,Jornada 16,12/18/2010,Deportivo de La Coruña,1,1,Sporting de Gijón
10-11,Jornada 16,12/19/2010,Málaga,0,3,Atlético de Madrid
10-11,Jornada 16,12/20/2010,Racing de Santander,0,0,Hércules
10-11,Jornada 17,1/3/2011,Villarreal,2,0,Almería
10-11,Jornada 17,1/3/2011,Getafe,2,3,Real Madrid
10-11,Jornada 17,1/2/2011,Sevilla,1,0,Osasuna
10-11,Jornada 17,1/3/2011,Real Zaragoza,2,1,Real Sociedad
10-11,Jornada 17,1/2/2011,Valencia,2,1,Espanyol
10-11,Jornada 17,1/2/2011,Barcelona,2,1,Levante
10-11,Jornada 17,1/2/2011,Athletic Club,1,2,Deportivo de La Coruña
10-11,Jornada 17,1/2/2011,Sporting de Gijón,1,2,Málaga
10-11,Jornada 17,1/3/2011,Atlético de Madrid,0,0,Racing de Santander
10-11,Jornada 17,1/3/2011,Mallorca,3,0,Hércules
10-11,Jornada 18,1/9/2011,Mallorca,4,1,Almería
10-11,Jornada 18,1/9/2011,Real Madrid,4,2,Villarreal
10-11,Jornada 18,1/9/2011,Osasuna,0,0,Getafe
10-11,Jornada 18,1/8/2011,Real Sociedad,2,3,Sevilla
10-11,Jornada 18,1/9/2011,Espanyol,4,0,Real Zaragoza
10-11,Jornada 18,1/9/2011,Levante,0,1,Valencia
10-11,Jornada 18,1/8/2011,Deportivo de La Coruña,0,4,Barcelona
10-11,Jornada 18,1/8/2011,Málaga,1,1,Athletic Club
10-11,Jornada 18,1/9/2011,Racing de Santander,1,1,Sporting de Gijón
10-11,Jornada 18,1/10/2011,Hércules,4,1,Atlético de Madrid
10-11,Jornada 19,1/16/2011,Almería,1,1,Real Madrid
10-11,Jornada 19,1/15/2011,Villarreal,4,2,Osasuna
10-11,Jornada 19,1/15/2011,Getafe,0,4,Real Sociedad
10-11,Jornada 19,1/15/2011,Sevilla,1,2,Espanyol
10-11,Jornada 19,1/15/2011,Real Zaragoza,1,0,Levante
10-11,Jornada 19,1/16/2011,Valencia,2,0,Deportivo de La Coruña
10-11,Jornada 19,1/16/2011,Barcelona,4,1,Málaga
10-11,Jornada 19,1/15/2011,Athletic Club,2,1,Racing de Santander
10-11,Jornada 19,1/15/2011,Sporting de Gijón,2,0,Hércules
10-11,Jornada 19,1/17/2011,Atlético de Madrid,3,0,Mallorca
10-11,Jornada 20,1/23/2011,Sporting de Gijón,1,0,Atlético de Madrid
10-11,Jornada 20,1/24/2011,Athletic Club,3,0,Hércules
10-11,Jornada 20,1/22/2011,Barcelona,3,0,Racing de Santander
10-11,Jornada 20,1/22/2011,Valencia,4,3,Málaga
10-11,Jornada 20,1/23/2011,Real Zaragoza,1,0,Deportivo de La Coruña
10-11,Jornada 20,1/22/2011,Sevilla,4,1,Levante
10-11,Jornada 20,1/23/2011,Getafe,1,3,Espanyol
10-11,Jornada 20,1/23/2011,Villarreal,2,1,Real Sociedad
10-11,Jornada 20,1/23/2011,Almería,3,2,Osasuna
10-11,Jornada 20,1/23/2011,Real Madrid,1,0,Mallorca
10-11,Jornada 21,1/29/2011,Mallorca,0,4,Sporting de Gijón
10-11,Jornada 21,1/30/2011,Atlético de Madrid,0,2,Athletic Club
10-11,Jornada 21,1/29/2011,Hércules,0,3,Barcelona
10-11,Jornada 21,1/31/2011,Racing de Santander,1,1,Valencia
10-11,Jornada 21,1/29/2011,Málaga,1,2,Real Zaragoza
10-11,Jornada 21,1/29/2011,Deportivo de La Coruña,3,3,Sevilla
10-11,Jornada 21,1/29/2011,Levante,2,0,Getafe
10-11,Jornada 21,1/30/2011,Espanyol,0,1,Villarreal
10-11,Jornada 21,1/29/2011,Real Sociedad,2,0,Almería
10-11,Jornada 21,1/30/2011,Osasuna,1,0,Real Madrid
10-11,Jornada 22,2/5/2011,Athletic Club,3,0,Sporting de Gijón
10-11,Jornada 22,2/5/2011,Barcelona,3,0,Atlético de Madrid
10-11,Jornada 22,2/6/2011,Valencia,2,0,Hércules
10-11,Jornada 22,2/5/2011,Real Zaragoza,1,1,Racing de Santander
10-11,Jornada 22,2/6/2011,Sevilla,0,0,Málaga
10-11,Jornada 22,2/5/2011,Getafe,4,1,Deportivo de La Coruña
10-11,Jornada 22,2/5/2011,Villarreal,0,1,Levante
10-11,Jornada 22,2/5/2011,Almería,3,2,Espanyol
10-11,Jornada 22,2/6/2011,Real Madrid,4,1,Real Sociedad
10-11,Jornada 22,2/5/2011,Osasuna,1,1,Mallorca
10-11,Jornada 23,2/14/2011,Mallorca,1,0,Athletic Club
10-11,Jornada 23,2/12/2011,Sporting de Gijón,1,1,Barcelona
10-11,Jornada 23,2/12/2011,Atlético de Madrid,1,2,Valencia
10-11,Jornada 23,2/13/2011,Hércules,2,1,Real Zaragoza
10-11,Jornada 23,2/12/2011,Racing de Santander,3,2,Sevilla
10-11,Jornada 23,2/13/2011,Málaga,2,2,Getafe
10-11,Jornada 23,2/13/2011,Deportivo de La Coruña,1,0,Villarreal
10-11,Jornada 23,2/13/2011,Levante,1,0,Almería
10-11,Jornada 23,2/13/2011,Espanyol,0,1,Real Madrid
10-11,Jornada 23,2/13/2011,Real Sociedad,1,0,Osasuna
10-11,Jornada 24,2/20/2011,Barcelona,2,1,Athletic Club
10-11,Jornada 24,2/19/2011,Valencia,0,0,Sporting de Gijón
10-11,Jornada 24,2/19/2011,Real Zaragoza,0,1,Atlético de Madrid
10-11,Jornada 24,2/20/2011,Sevilla,1,0,Hércules
10-11,Jornada 24,2/20/2011,Getafe,0,1,Racing de Santander
10-11,Jornada 24,2/20/2011,Villarreal,1,1,Málaga
10-11,Jornada 24,2/20/2011,Almería,1,1,Deportivo de La Coruña
10-11,Jornada 24,2/19/2011,Real Madrid,2,0,Levante
10-11,Jornada 24,2/20/2011,Osasuna,4,0,Espanyol
10-11,Jornada 24,2/21/2011,Real Sociedad,1,0,Mallorca
10-11,Jornada 25,2/26/2011,Mallorca,0,3,Barcelona
10-11,Jornada 25,2/27/2011,Athletic Club,1,2,Valencia
10-11,Jornada 25,2/26/2011,Sporting de Gijón,0,0,Real Zaragoza
10-11,Jornada 25,2/26/2011,Atlético de Madrid,2,2,Sevilla
10-11,Jornada 25,2/27/2011,Hércules,0,0,Getafe
10-11,Jornada 25,2/27/2011,Racing de Santander,2,2,Villarreal
10-11,Jornada 25,2/28/2011,Málaga,3,1,Almería
10-11,Jornada 25,2/26/2011,Deportivo de La Coruña,0,0,Real Madrid
10-11,Jornada 25,2/27/2011,Levante,2,1,Osasuna
10-11,Jornada 25,2/26/2011,Espanyol,4,1,Real Sociedad
10-11,Jornada 26,3/2/2011,Valencia,0,1,Barcelona
10-11,Jornada 26,3/2/2011,Real Zaragoza,2,1,Athletic Club
10-11,Jornada 26,3/1/2011,Sevilla,3,0,Sporting de Gijón
10-11,Jornada 26,3/2/2011,Getafe,1,1,Atlético de Madrid
10-11,Jornada 26,3/2/2011,Villarreal,1,0,Hércules
10-11,Jornada 26,3/3/2011,Almería,1,1,Racing de Santander
10-11,Jornada 26,3/3/2011,Real Madrid,7,0,Málaga
10-11,Jornada 26,3/2/2011,Osasuna,0,0,Deportivo de La Coruña
10-11,Jornada 26,3/2/2011,Real Sociedad,1,1,Levante
10-11,Jornada 26,3/1/2011,Espanyol,1,2,Mallorca
10-11,Jornada 27,3/5/2011,Mallorca,1,2,Valencia
10-11,Jornada 27,3/5/2011,Barcelona,1,0,Real Zaragoza
10-11,Jornada 27,3/6/2011,Athletic Club,2,0,Sevilla
10-11,Jornada 27,3/6/2011,Sporting de Gijón,2,0,Getafe
10-11,Jornada 27,3/5/2011,Atlético de Madrid,3,1,Villarreal
10-11,Jornada 27,3/6/2011,Hércules,1,2,Almería
10-11,Jornada 27,3/6/2011,Racing de Santander,1,3,Real Madrid
10-11,Jornada 27,3/6/2011,Málaga,0,1,Osasuna
10-11,Jornada 27,3/7/2011,Deportivo de La Coruña,2,1,Real Sociedad
10-11,Jornada 27,3/6/2011,Levante,1,0,Espanyol
10-11,Jornada 28,3/12/2011,Real Zaragoza,4,0,Valencia
10-11,Jornada 28,3/13/2011,Sevilla,1,1,Barcelona
10-11,Jornada 28,3/14/2011,Getafe,2,2,Athletic Club
10-11,Jornada 28,3/13/2011,Villarreal,1,1,Sporting de Gijón
10-11,Jornada 28,3/12/2011,Almería,2,2,Atlético de Madrid
10-11,Jornada 28,3/12/2011,Real Madrid,2,0,Hércules
10-11,Jornada 28,3/13/2011,Osasuna,3,1,Racing de Santander
10-11,Jornada 28,3/13/2011,Real Sociedad,0,2,Málaga
10-11,Jornada 28,3/13/2011,Espanyol,2,0,Deportivo de La Coruña
10-11,Jornada 28,3/13/2011,Levante,1,1,Mallorca
10-11,Jornada 29,3/19/2011,Mallorca,1,0,Real Zaragoza
10-11,Jornada 29,3/20/2011,Valencia,0,1,Sevilla
10-11,Jornada 29,3/19/2011,Barcelona,2,1,Getafe
10-11,Jornada 29,3/20/2011,Athletic Club,0,1,Villarreal
10-11,Jornada 29,3/20/2011,Sporting de Gijón,1,0,Almería
10-11,Jornada 29,3/19/2011,Atlético de Madrid,1,2,Real Madrid
10-11,Jornada 29,3/20/2011,Hércules,0,4,Osasuna
10-11,Jornada 29,3/20/2011,Racing de Santander,2,1,Real Sociedad
10-11,Jornada 29,3/20/2011,Málaga,2,0,Espanyol
10-11,Jornada 29,3/20/2011,Deportivo de La Coruña,0,1,Levante
10-11,Jornada 30,4/3/2011,Sevilla,3,1,Real Zaragoza
10-11,Jornada 30,4/2/2011,Getafe,2,4,Valencia
10-11,Jornada 30,4/2/2011,Villarreal,0,1,Barcelona
10-11,Jornada 30,4/4/2011,Almería,1,3,Athletic Club
10-11,Jornada 30,4/2/2011,Real Madrid,0,1,Sporting de Gijón
10-11,Jornada 30,4/3/2011,Osasuna,2,3,Atlético de Madrid
10-11,Jornada 30,4/3/2011,Real Sociedad,1,3,Hércules
10-11,Jornada 30,4/3/2011,Espanyol,1,2,Racing de Santander
10-11,Jornada 30,4/3/2011,Levante,3,1,Málaga
