Temporada,Nombre,Goles
15-16,Lucas Vázquez,4
15-16,Konoplyanka,4
15-16,Escalante,3
15-16,Velázquez,3
15-16,Lafita,3
15-16,Bebé,3
15-16,Pablo Hernández,3
15-16,Babin,3
15-16,Halilović,3
15-16,Diop,3
15-16,Inui,3
15-16,Keko,3
15-16,Bigas,3
15-16,Víctor Casadesús,3
15-16,Pezzella,3
15-16,Fede Cartabia,3
15-16,Borges,3
15-16,Xabi Prieto,3
15-16,N'Zonzi,3
15-16,Susaeta,3
15-16,Laporte,3
15-16,Leo Baptistão,3
15-16,Isco,3
15-16,Munir,3
15-16,Cheryshev,3
15-16,Isma López,2
15-16,Guerrero,2
15-16,Carmona,2
15-16,Roco,2
15-16,Capa,2
15-16,Rodrigo,2
15-16,El Zhar,2
15-16,André Gomes,2
15-16,Mustafi,2
15-16,Vargas,2
15-16,David García,2
15-16,Álex Menéndez,2
15-16,Embarba,2
15-16,Cuenca,2
15-16,Fran Rico,2
15-16,Llorente,2
15-16,N'Diaye,2
15-16,Zé Castro,2
15-16,Trashorras,2
15-16,Moi Gómez,2
15-16,Medrán,2
15-16,Pedro León,2
15-16,Víctor,2
15-16,Camarasa,2
15-16,Verza,2
15-16,Sergio Álvarez,2
15-16,Oriol Riera,2
15-16,Piti,2
15-16,Arribas,2
15-16,Álex Bergantiños,2
15-16,Arda Turan,2
15-16,Bartra,2
15-16,Danilo,2
15-16,Modrić,2
15-16,Marcelo,2
15-16,Sergio Ramos,2
15-16,Jackson Martínez,2
15-16,Thomas,2
15-16,Mario Gaspar,2
15-16,Samuel,2
15-16,Manu Trigueros,2
15-16,Eraso,2
15-16,Piqué,2
15-16,San José,2
15-16,Muniain,2
15-16,Bruma,2
15-16,Santa Cruz,2
15-16,Albentosa,2
15-16,Camacho,2
15-16,Atsu,2
15-16,Immobile,2
15-16,Pablo Hernández,2
15-16,Wass,2
15-16,Bongonda,2
15-16,Vitolo,2
15-16,Diego Reyes,2
15-16,Abraham,1
15-16,Alcaraz,1
15-16,Duarte,1
15-16,Arruabarrena,1
15-16,Roque Mesa,1
15-16,Wakaso,1
15-16,Hernán,1
15-16,Vicente Gómez,1
15-16,David Simón,1
15-16,Rennella,1
15-16,Feghouli,1
15-16,Bakkali,1
15-16,Westermann,1
15-16,Van Wolfswinkel,1
15-16,Petros,1
15-16,Musonda,1
15-16,Jorge Molina,1
15-16,Joaquín,1
15-16,Jordán,1
15-16,João Cancelo,1
15-16,Salva Sevilla,1
15-16,Vigaray,1
15-16,Víctor Álvarez,1
15-16,Cejudo,1
15-16,Verdú,1
15-16,Simão Junior,1
15-16,Medjani,1
15-16,Pedro López,1
15-16,Lerma,1
15-16,Rubén García,1
15-16,Feddal,1
15-16,Cala,1
15-16,Víctor Sánchez,1
15-16,Emi Buendía,1
15-16,Tito,1
15-16,Baena,1
15-16,Amaya,1
15-16,Ricardo Costa,1
15-16,Edgar,1
15-16,Foulquier,1
15-16,Dani Ndi,1
15-16,Nacho Cases,1
15-16,Bernardo,1
15-16,Alexis,1
15-16,Juanfran,1
15-16,Burgui,1
15-16,Iñigo Martínez,1
15-16,Mikel Rico,1
15-16,Lekue,1
15-16,Elustondo,1
15-16,Beñat,1
15-16,Samu Castillejo,1
15-16,Musacchio,1
15-16,Jaume Costa,1
15-16,Vietto,1
15-16,Juanfran,1
15-16,De Marcos,1
15-16,Giménez,1
15-16,Gabi,1
15-16,Filipe Luis,1
15-16,Kroos,1
15-16,Pepe,1
15-16,Casemiro,1
15-16,Vermaelen,1
15-16,Rafinha,1
15-16,Iniesta,1
15-16,Zurutuza,1
15-16,Godín,1
15-16,Fontàs,1
15-16,Tiago,1
15-16,Beauvue,1
15-16,Augusto,1
15-16,Illarramendi,1
15-16,Elustondo,1
15-16,Bautista,1
15-16,Tighadouini,1
15-16,Ricca,1
15-16,Juankar,1
15-16,Chori Castro,1
15-16,Duda,1
15-16,Reyes,1
15-16,Pablo Fornals,1
15-16,Markel Bergara,1
15-16,Krohn-Dehli,1
15-16,Diego González,1
15-16,Escudero,1
15-16,Coke,1
15-16,Carriço,1
15-16,Jonny,1
15-16,Juan Muñoz,1
15-16,Hugo Mallo,1
16-17,Messi,37
16-17,Luis Suárez,28
16-17,Cristiano Ronaldo,25
16-17,Iago Aspas,19
16-17,Griezmann,16
16-17,Aduriz,16
16-17,Morata,14
16-17,Sandro,14
16-17,Neymar,13
16-17,Gerard Moreno,13
16-17,Rubén Castro,13
16-17,Willian José,12
16-17,Andone,12
16-17,Gameiro,12
16-17,Benzema,11
16-17,Ben Yedder,11
16-17,Juanmi,11
16-17,Sergi Enrich,11
16-17,Sergio León,10
16-17,Isco,10
16-17,Carrasco,10
16-17,Bakambu,10
16-17,Raúl García,10
16-17,Piatti,10
16-17,Pedro León,10
16-17,Boateng,10
16-17,Čop,9
16-17,Soriano,9
16-17,Carlos Vela,9
16-17,James Rodríguez,8
16-17,Fernando Torres,8
16-17,Sarabia,8
16-17,Sansone,8
16-17,Xabi Prieto,8
16-17,Szymanowski,8
16-17,Carmona,8
16-17,Iborra,7
16-17,Kodro,7
16-17,Jonathan Viera,7
16-17,Kike,7
16-17,Adrián González,7
16-17,Deyverson,7
16-17,Rakitić,7
16-17,Vázquez,7
16-17,Roberto Torres,7
16-17,Sergio Ramos,7
16-17,Bale,7
16-17,Muniain,7
16-17,Santi Mina,6
16-17,Pablo Fornals,6
16-17,Borges,6
16-17,Zaza,6
16-17,Leo Baptistão,6
16-17,Munir,6
16-17,Vietto,6
16-17,Jovetić,6
16-17,Alcácer,6
16-17,Rafinha,6
16-17,Vitolo,6
16-17,Andreas Pereira,5
16-17,Carcela,5
16-17,Kravets,5
16-17,Guerrero,5
16-17,Gabriel,5
16-17,Livaja,5
16-17,Lemos,5
16-17,Joselu,5
16-17,Parejo,5
16-17,Nani,5
16-17,Ibai Gómez,5
16-17,Williams,5
16-17,Manu Trigueros,5
16-17,Bruno Soriano,5
16-17,Rodrigo,5
16-17,Rossi,4
16-17,Bigas,4
16-17,Tana,4
16-17,Babel,4
16-17,Oriol Riera,4
16-17,Carlos Castro,4
16-17,Ramos,4
16-17,El Zhar,4
16-17,Luciano,4
16-17,Guidetti,4
16-17,Camacho,4
16-17,Edgar,4
16-17,San José,4
16-17,Soldado,4
16-17,Correa,4
16-17,Saúl,4
16-17,Koke,4
16-17,Correa,4
16-17,Casemiro,4
16-17,Garay,4
16-17,Wass,3
16-17,Carlos Soler,3
16-17,Bebé,3
16-17,Recio,3
16-17,Charles,3
16-17,Pione Sisto,3
16-17,Michael Santos,3
16-17,Inui,3
16-17,Sanabria,3
16-17,Jesé,3
16-17,Álex Alegría,3
16-17,Joaquín,3
16-17,Çolak,3
16-17,Mosquera,3
16-17,Douglas,3
16-17,Orellana,3
16-17,Momo,3
16-17,Iván Ramis,3
16-17,Mario Suárez,3
16-17,Jurado,3
16-17,Reyes,3
16-17,Asensio,3
16-17,Kroos,3
16-17,Arda Turan,3
16-17,Filipe Luis,3
16-17,Gaitán,3
16-17,Godín,3
16-17,Mercado,3
16-17,Bautista,3
16-17,André Gomes,3
16-17,Yuri,3
16-17,Hernán Pérez,3
16-17,Iñigo Martínez,3
16-17,Manu García,3
16-17,Katai,3
16-17,David López,3
16-17,Christian Santos,3
16-17,Camarasa,3
16-17,Zurutuza,3
16-17,Hugo Mallo,2
16-17,Jozabed,2
16-17,Cabral,2
16-17,Roncaglia,2
16-17,Araujo,2
16-17,Mateo García,2
16-17,Vicente Gómez,2
16-17,Mandi,2
16-17,Dani Ceballos,2
16-17,Rafa Navarro,2
16-17,Piccini,2
16-17,Guilherme,2
16-17,Kakuta,2
16-17,Sergio Álvarez,2
16-17,Unai López,2
16-17,Viguera,2
16-17,Bueno,2
16-17,Boga,2
16-17,Cuenca,2
16-17,Ponce,2
16-17,Steven,2
16-17,Rober Ibáñez,2
16-17,Traoré,2
16-17,Víctor,2
16-17,Nacho Cases,2
16-17,Moi Gómez,2
16-17,Burgui,2
16-17,Canella,2
16-17,Timor,2
16-17,Montoya,2
16-17,Medrán,2
16-17,Martin,2
16-17,Juankar,2
16-17,Pepe,2
16-17,Mangala,2
16-17,Nacho,2
16-17,Marcelo,2
16-17,Lucas Vázquez,2
16-17,Aleix Vidal,2
16-17,Ganso,2
16-17,Nasri,2
16-17,N'Zonzi,2
16-17,Pato,2
16-17,Santos Borré,2
16-17,Samu Castillejo,2
16-17,Jonathan dos Santos,2
16-17,Adrián López,2
16-17,Oyarzabal,2
16-17,Piqué,2
16-17,Lekue,2
16-17,Llorente,2
16-17,Laporte,2
16-17,Ontiveros,2
16-17,Jony,2
16-17,Escalante,2
16-17,Fran Rico,2
16-17,Juanpi Añor,2
16-17,Caicedo,2
16-17,Feddal,2
16-17,Sobrino,2
16-17,Krstičić,2
16-17,Laguardia,2
16-17,Alexis,2
16-17,Navarro,2
16-17,Rubén Pardo,1
16-17,Cejudo,1
16-17,Petros,1
16-17,Beauvue,1
16-17,Pezzella,1
16-17,Felipe Gutiérrez,1
16-17,Durmisi,1
16-17,Brašanac,1
16-17,Bruno,1
16-17,Hjulsager,1
16-17,David García,1
16-17,Radoja,1
16-17,Marcelo Díaz,1
16-17,Lemos,1
16-17,Pablo Hernández,1
16-17,Fontàs,1
16-17,Pape Diop,1
16-17,Bongonda,1
16-17,Álex Bergantiños,1
16-17,Roque Mesa,1
16-17,Carles Gil,1
16-17,Clerc,1
16-17,Albentosa,1
16-17,Wakaso,1
16-17,Lombán,1
16-17,Ingason,1
16-17,Olavide,1
16-17,Miguel Flaño,1
16-17,Fran Mérida,1
16-17,David García,1
16-17,Čaušić,1
16-17,Berenguer,1
16-17,Vesga,1
16-17,Echiéjilé,1
16-17,Babin,1
16-17,Víctor Díaz,1
16-17,Siovas,1
16-17,Diego Rico,1
16-17,Mantovani,1
16-17,Machís,1
16-17,Insua,1
16-17,Sidnei,1
16-17,Lucas Pérez,1
16-17,Gayà,1
16-17,Lejeune,1
16-17,Bakkali,1
16-17,Víctor Ruiz,1
16-17,Jaume Costa,1
16-17,Álvaro,1
16-17,Pareja,1
16-17,Kiyotake,1
16-17,Carlos Fernández,1
16-17,Tiago,1
16-17,Savić,1
16-17,Thomas,1
16-17,Umtiti,1
16-17,Mathieu,1
16-17,Mascherano,1
16-17,Jordi Alba,1
16-17,Denis Suárez,1
16-17,Varane,1
16-17,Modrić,1
16-17,Kovačić,1
16-17,Danilo,1
16-17,João Cancelo,1
16-17,Illarramendi,1
16-17,Raúl Navas,1
16-17,Mariano,1
16-17,Beñat,1
16-17,Luis Hernández,1
16-17,Rosales,1
16-17,En-Nesyri,1
16-17,Chori Castro,1
16-17,Duda,1
16-17,Rubén Peña,1
16-17,Balenziaga,1
16-17,Luna,1
16-17,Dani García,1
16-17,Nano,1
16-17,Diego Reyes,1
16-17,De Marcos,1
16-17,Víctor Sánchez,1
16-17,Mikel Rico,1
16-17,Susaeta,1
16-17,Sabin Merino,1
16-17,Theo Hernández,1
16-17,Toquero,1
16-17,Javi Fuego,1
17-18,Messi,34
17-18,Cristiano Ronaldo,26
17-18,Luis Suárez,25
17-18,Iago Aspas,22
17-18,Stuani,21
17-18,Griezmann,19
17-18,Maxi Gómez,18
17-18,Bale,16
17-18,Rodrigo,16
17-18,Gerard Moreno,16
17-18,Willian José,15
17-18,Bacca,15
17-18,Zaza,13
17-18,Ángel,13
17-18,Santi Mina,12
17-18,Oyarzabal,12
17-18,Sergio León,11
17-18,Portu,11
17-18,Morales,10
17-18,Raúl García,10
17-18,Munir,10
17-18,Adrián López,9
17-18,Calleri,9
17-18,Aduriz,9
17-18,Bardhi,9
17-18,Ben Yedder,9
17-18,Bakambu,9
17-18,Paulinho,9
17-18,Coutinho,8
17-18,Correa,8
17-18,Sanabria,8
17-18,Charles,8
17-18,Kike,8
17-18,Leo Baptistão,8
17-18,Juanmi,8
17-18,Lucas Pérez,8
17-18,Rémy,8
17-18,Ibai Gómez,7
17-18,Williams,7
17-18,Illarramendi,7
17-18,Jorge Molina,7
17-18,Gameiro,7
17-18,Loren,7
17-18,Parejo,7
17-18,Isco,7
17-18,Muriel,7
17-18,Andone,6
17-18,Ünal,6
17-18,Boateng,6
17-18,Jordán,6
17-18,Sarabia,6
17-18,Asensio,6
17-18,Samu Castillejo,6
17-18,Rolán,5
17-18,Pione Sisto,5
17-18,Juanpe,5
17-18,Inui,5
17-18,Gabriel,5
17-18,Guedes,5
17-18,Kroos,5
17-18,Casemiro,5
17-18,Benzema,5
17-18,Fernando Torres,5
17-18,Sansone,5
17-18,Ivi,4
17-18,En-Nesyri,4
17-18,Chori Castro,4
17-18,Jonathan Viera,4
17-18,Guerrero,4
17-18,Eraso,4
17-18,Muniain,4
17-18,Canales,4
17-18,Wass,4
17-18,Markel Bergara,4
17-18,Nolito,4
17-18,Vázquez,4
17-18,Tello,4
17-18,Joaquín,4
17-18,Kondogbia,4
17-18,Lucas Vázquez,4
17-18,Sergio Ramos,4
17-18,Koke,4
17-18,Alcácer,4
17-18,Coke,3
17-18,Januzaj,3
17-18,Elustondo,3
17-18,Llorente,3
17-18,Xabi Prieto,3
17-18,Susaeta,3
17-18,Borges,3
17-18,Guidetti,3
17-18,Manu García,3
17-18,Sobrino,3
17-18,Pablo Hernández,3
17-18,Borja Valle,3
17-18,Adrián González,3
17-18,Pedraza,3
17-18,Olunga,3
17-18,Roger,3
17-18,Iván Ramis,3
17-18,Sergi Enrich,3
17-18,Dembélé,3
17-18,Diego Costa,3
17-18,Thomas,3
17-18,Mayoral,3
17-18,Nacho,3
17-18,Pablo Fornals,3
17-18,Carrasco,3
17-18,Fabián,3
17-18,Feddal,3
17-18,Banega,3
17-18,Lenglet,3
17-18,Amath,3
17-18,Orellana,3
17-18,Manu Trigueros,3
17-18,Christian Santos,2
17-18,Borja García,2
17-18,Timor,2
17-18,Sergio García,2
17-18,Piatti,2
17-18,Jonny,2
17-18,Laguardia,2
17-18,Medrán,2
17-18,Amrabat,2
17-18,Fede Cartabia,2
17-18,Brašanac,2
17-18,Bustinza,2
17-18,Diego Rico,2
17-18,Szymanowski,2
17-18,Schär,2
17-18,Aday,2
17-18,Halilović,2
17-18,Borja Bastón,2
17-18,Vitolo,2
17-18,Beauvue,2
17-18,Arbilla,2
17-18,El Zhar,2
17-18,Cala,2
17-18,Jordi Alba,2
17-18,Piqué,2
17-18,Denis Suárez,2
17-18,Saúl,2
17-18,Dani Ceballos,2
17-18,Portillo,2
17-18,Marcelo,2
17-18,Vietto,2
17-18,Mario Gaspar,2
17-18,Raba,2
17-18,Achraf,2
17-18,Víctor Ruiz,2
17-18,Boudebouz,2
17-18,Campbell,2
17-18,Durmisi,2
17-18,Junior Firpo,2
17-18,Guardado,2
17-18,Layún,2
17-18,Ganso,2
17-18,Kjær,2
17-18,Cheryshev,2
17-18,Iñigo Martínez,1
17-18,Kevin Rodrigues,1
17-18,Héctor Moreno,1
17-18,Etxeita,1
17-18,Zubeldia,1
17-18,Córdoba,1
17-18,De Marcos,1
17-18,Carlos Vela,1
17-18,Bautista,1
17-18,Cabral,1
17-18,Postigo,1
17-18,Pazzini,1
17-18,Jason,1
17-18,Doukouré,1
17-18,Chema,1
17-18,Campaña,1
17-18,Emre Mor,1
17-18,Brais Méndez,1
17-18,Sergi Gómez,1
17-18,Unai Núñez,1
17-18,Rochina,1
17-18,San José,1
17-18,Albentosa,1
17-18,Demirović,1
17-18,Rosales,1
17-18,Recio,1
17-18,Ideye,1
17-18,Diego González,1
17-18,Baysse,1
17-18,Tana,1
17-18,Erik,1
17-18,David García,1
17-18,Sidnei,1
17-18,Alexis,1
17-18,Navarro,1
17-18,Çolak,1
17-18,Zaldúa,1
17-18,Mantovani,1
17-18,Gumbau,1
17-18,Naranjo,1
17-18,Siovas,1
17-18,Rodrigo Ely,1
17-18,Pina,1
17-18,Burgui,1
17-18,Luisinho,1
17-18,Hermoso,1
17-18,Vesga,1
17-18,David López,1
17-18,Javi García,1
17-18,Rubén Castro,1
17-18,Bartra,1
17-18,Mandi,1
17-18,Rodri,1
17-18,Roger Martínez,1
17-18,Nacho Vidal,1
17-18,Coquelin,1
17-18,Andreas Pereira,1
17-18,Francis,1
17-18,Modrić,1
17-18,Giménez,1
17-18,Aleix Vidal,1
17-18,Sergi Roberto,1
17-18,Umtiti,1
17-18,Rakitić,1
17-18,Iniesta,1
17-18,Deulofeu,1
17-18,Busquets,1
17-18,Granero,1
17-18,Filipe Luis,1
17-18,Camarasa,1
17-18,Carlos Soler,1
17-18,Iván Alejo,1
17-18,Correa,1
17-18,Lozano,1
17-18,Granell,1
17-18,Aleix García,1
17-18,Alcalá,1
17-18,Rubén Peña,1
17-18,Lombán,1
17-18,Gálvez,1
17-18,Escalante,1
17-18,Darder,1
17-18,Álvaro,1
17-18,Olivera,1
17-18,Shibasaki,1
17-18,Fajr,1
17-18,Djené,1
17-18,Damián Suárez,1
17-18,Arambarri,1
17-18,N'Zonzi,1
17-18,Pizarro,1
17-18,Krohn-Dehli,1
17-18,Jesús Navas,1
17-18,Carlos Fernández,1
